chang	131
singl	131
optim	131
coordin	129
electrocatalyst	128
initi	128
strong	128
determin	128
stabl	127
follow	127
zeolit	126
amin	126
reactions.	125
good	125
wide	125
order	125
barrier	125
thu	124
significantli	124
limit	124
deriv	124
fe	124
concentr	122
aromat	121
within	121
activity.	121
light	121
util	121
enantioselect	120
signific	119
detail	119
electrocatalyt	119
access	119
catalyst.	118
larg	118
find	118
bind	117
predict	115
fuel	115
theoret	114
experi	112
occur	112
methanol	111
ion	110
c	110
alkyl	109
without	109
facilit	109
olefin	107
play	106
cluster	106
engin	106
ga	106
catalysts,	106
sever	105
highlight	105
dft	105
employ	105
layer	105
aryl	105
molecul	105
appli	103
cycl	103
rel	103
compound	102
interfac	101
measur	100
time	100
hydroxyl	100
even	100
catalysis.	100
work,	99
possibl	99
cation	98
dispers	98
simul	98
number	97
specif	97
v	97
dehydrogen	97
absorpt	97
1	96
contain	96
cleavag	96
c-c	96
composit	95
redox	95
asymmetr	95
origin	94
posit	94
alken	94
still	94
dot	94
deactiv	93
critic	92
shown	92
ratio	91
confirm	91
isol	91
correspond	91
great	90
mass	90
free	90
catalyst,	90
vacanc	90
type	89
correl	89
lewi	89
repres	89
iron	89
turnov	89
construct	89
dissoci	88
influenc	88
featur	88
data	88
thermodynam	88
incorpor	87
simpl	87
moreover,	87
alloy	87
comparison	87
success	87
mani	87
(dft)	87
infrar	87
factor	86
attract	86
three	86
affect	85
alkalin	84
amount	84
divers	84
subsequ	84
altern	84
wt	83
relat	83
may	83
sites.	83
cell	83
revers	83
ethylen	83
conditions,	82
industri	82
substitut	82
tune	82
give	82
o-2	82
methyl	82
consist	81
describ	81
framework	81
seri	81
deposit	81
partial	81
advanc	81
convert	80
mild	80
contribut	79
bimetal	79
oper	79
relev	79
ru	79
reaction,	79
avail	78
although	77
establish	77
aqueou	77
varieti	77
h2o2	77
intrins	76
distinct	76
wherea	76
addition,	76
much	76
nitrogen	76
respons	75
uniqu	75
amid	75
first	75
excel	74
attribut	74
crystal	74
afford	74
selectivity.	74
open	73
power	72
offer	72
facil	72
upon	72
carboxyl	72
tio2	72
h2o	72
research	71
%	71
orr	71
small	71
cyclic	71
discuss	71
load	71
nh3	71
steric	71
consid	70
defect	70
diffus	70
complet	70
rout	70
cobalt	70
photocatalyst	70
nucleophil	70
area	70
explor	70
valu	69
desir	69
crucial	69
relationship	69
valuabl	69
solut	69
among	69
practic	69
solid	69
interfaci	69
protein	69
major	68
regioselect	68
associ	68
furthermore,	68
n-2	68
alkyn	68
overal	68
isotop	67
better	67
protocol	67
fundament	67
multipl	67
hydrocarbon	67
copper	67
ethanol	67
test	66
make	66
exchang	66
environ	66
commerci	65
overpotenti	65
broad	65
insert	65
sites,	65
main	65
impact	64
distribut	64
act	64
convent	64
vs	64
h	64
interest	64
np	63
study,	63
essenti	63
spectroscopy,	63
less	63
way	62
directli	62
bulk	62
activity,	62
remov	62
carbonyl	62
reach	62
homogen	62
ammonia	62
lattic	62
local	62
futur	62
mechanism.	61
acceler	61
film	61
keton	61
aldehyd	61
variant	61
+	61
species.	61
finally,	61
pressur	61
superior	60
highest	60
bifunct	60
pure	60
performance.	60
vari	60
readili	60
shift	60
close	60
morpholog	59
remark	59
previous	59
introduc	59
techniqu	59
thermal	59
solvent	59
modifi	59
proce	59
suppress	59
known	58
behavior	58
nickel	58
secondari	58
thus,	58
extend	58
enzymat	58
environment	58
conduct	57
reactant	57
10	57
respectively.	57
abil	57
herein	57
termin	57
field	57
review	57
serv	56
dioxid	56
cross-coupl	56
along	56
systemat	56
target	56
polym	56
chemistri	56
explain	55
either	55
products.	55
rather	55
typic	55
allyl	55
induc	55
like	55
process.	55
emerg	55
precursor	55
electrolyt	54
x	54
primari	54
biomass	54
evid	54
caus	54
basi	54
strongli	54
residu	54
capabl	54
synthesis.	54
abund	54
probe	54
frequenc	54
despit	53
maintain	53
undergo	53
durabl	53
level	53
coverag	53
visibl	53
configur	52
photoelectron	52
inhibit	52
dope	52
conform	52
quantum	52
perovskit	51
elucid	51
species,	51
nm	51
class	51
epoxid	51
spectroscop	51
ph	51
prefer	51
proceed	51
moieti	51
block	51
linear	51
process,	51
c-n	51
mean	51
au	51
ceria	51
stereoselect	51
synergist	50
robust	50
mechanism,	50
doubl	50
decomposit	50
selectivity,	50
ch4	50
simultan	49
(e.g.,	49
single-atom	49
therefore,	49
extens	49
->	49
address	49
modul	49
term	49
mediat	49
regener	49
rate-determin	48
rapid	48
side	48
ring	48
catalysis,	48
ir	48
graphen	48
farada	48
reflect	48
platform	48
perspect	48
evalu	47
2	47
boron	47
build	47
treatment	47
chain	47
separ	46
reactions,	46
exampl	46
porou	46
mv	46
paramet	46
take	46
degrad	45
scan	45
pair	45
energet	45
mainli	45
c,	45
carben	45
fine	45
expos	45
unsatur	45
mof	45
alter	45
new	45
content	45
electr	45
suitabl	44
total	44
bear	44
electrophil	44
attent	44
photoredox	44
isomer	44
operando	44
appar	43
reported.	43
desorpt	43
often	43
cathod	43
display	43
domin	43
fulli	43
3	43
scale	43
need	43
importantly,	43
analyz	43
oxidation.	43
raman	43
hybrid	43
renew	43
c-o	43
realiz	43
drive	43
transient	43
band	43
liquid	43
tool	42
mixtur	42
contrast	42
previou	42
abl	42
ether	42
trend	42
polymer	42
larger	42
ester	42
made	42
replac	42
tradit	41
fabric	41
substitu	41
palladium	41
point	41
facet	41
would	41
cm(-2)	41
excess	41
versatil	41
hinder	41
hydrolysi	41
transition-met	41
progress	41
surface,	40
amorph	40
easili	40
structure,	40
migrat	40
transmiss	40
microscopi	40
core	40
co,	40
sequenti	40
scope	40
c.	40
basic	40
loss	40
bronst	40
methodolog	40
ceo2	40
carri	40
therebi	40
exist	39
quantit	39
competit	39
respect	39
stability.	39
start	39
nmr	39
possess	39
biolog	39
comprehens	39
rh	39
led	39
dimer	39
challenge.	39
confin	39
react	39
excit	39
anchor	39
creat	39
yet	38
state.	38
prevent	38
that,	38
help	38
four	38
surface.	38
consider	38
set	38
iridium	38
bridg	38
onset	38
aliphat	38
membran	38
continu	38
formation.	38
satur	38
cooper	38
tandem	38
sourc	38
step.	38
sensit	38
hydrid	38
resist	38
artifici	38
prove	37
microkinet	37
locat	37
compet	37
particular	37
(similar	37
onto	37
elimin	37
second	37
poison	37
maximum	37
mesopor	37
growth	37
ambient	37
system.	37
dual	37
anod	37
formic	37
rate-limit	37
edg	36
room	36
modif	36
common	36
account	36
sequenc	36
100%	36
high-perform	36
best	36
irradi	36
h(-1)	36
releas	36
mutat	36
calculations,	36
strength	36
bound	36
focu	36
applications.	36
propen	36
platinum	35
tailor	35
integr	35
temperature-program	35
becom	35
donor	35
sampl	35
inform	35
solar	35
drug	35
ag	35
contrast,	35
period	35
>	34
opportun	34
shell	34
temperature.	34
delta	34
pt/c	34
mol	34
advantag	34
biocatalyt	34
regard	34
inert	34
flexibl	34
(up	34
sustain	34
neutral	34
particular,	34
guid	34
k	34
encapsul	34
exploit	34
numer	33
intermediate,	33
(i.e.,	33
illustr	33
thin	33
molecules.	33
dissolut	33
ident	33
long-term	33
boost	33
concept	33
halid	33
pharmaceut	33
benzyl	33
screen	33
nobl	33
toler	33
value-ad	33
systems.	33
condens	33
transport	33
versu	33
step,	33
(oer)	32
amino	32
flow	32
greater	32
site.	32
greatli	32
benefit	32
bonds.	32
examin	32
underli	32
owe	32
absenc	32
additionally,	32
coke	32
label	31
focus	31
analys	31
geometr	31
dehydr	31
agreement	31
us	31
compounds.	31
products,	31
assembl	31
suffer	31
electrolysi	31
steady-st	31
nearli	31
reagent	31
propylen	31
regul	31
channel	31
around	31
constant	31
styren	31
global	31
lignin	31
induct	31
approxim	31
materials.	31
well-defin	31
precis	31
propan	31
metal-support	31
alkan	30
far	30
acyl	30
usual	30
compos	30
network	30
studies,	30
cocatalyst	30
calculations.	30
chemoselect	30
commonli	30
intermediate.	30
synthesis,	30
deliv	30
one-pot	30
optic	30
lack	30
reson	30
fourier	30
moder	30
atmospher	30
gas-phas	30
isom	30
n	30
buffer	30
characterist	30
reform	29
conversion.	29
almost	29
effort	29
and/or	29
peak	29
element	29
protect	29
expect	29
fischer-tropsch	29
spectra	29
technolog	29
100	29
surfaces.	29
case	29
analysis,	29
glycerol	29
nm)	29
5	29
individu	29
resolut	29
anion	29
aspect	29
inspir	29
profil	29
neg	29
sulfur	29
cofactor	29
puls	29
nrr	29
dramat	28
20	28
polar	28
detect	28
yields.	28
zsm-5	28
gain	28
fast	28
structure.	28
heat	28
given	28
difficult	28
complex,	28
pyridin	28
cascad	28
mutant	28
diffract	28
hydroxid	28
mu	28
near	28
carrier	28
pristin	28
node	28
materials,	28
particip	28
bar	28
investigated.	28
wild-typ	28
gold	28
+/-	28
turn	28
developed.	28
assist	28
crystallin	28
togeth	28
abstract	28
capac	27
averag	27
(nps)	27
descriptor	27
support.	27
strain	27
cover	27
weaken	27
nanosheet	27
spectroscopy.	27
experiments,	27
across	27
ab	27
ruthenium	27
carbid	27
electrostat	27
g	27
substanti	27
monom	27
conjug	27
reduction.	27
discussed.	27
issu	27
synga	27
retain	27
latter	27
oh	27
spatial	27
monitor	27
zr	27
sulfid	27
indol	27
especi	27
site,	27
nitren	27
sinc	26
link	26
consequ	26
aren	26
fraction	26
poor	26
surfaces,	26
peptid	26
accord	26
final	26
voltammetri	26
structure-act	26
hierarch	26
reactor	26
particularli	26
outperform	26
state-of-the-art	26
groups.	26
efficiency.	26
nitrid	26
spectrometri	26
hydrotherm	26
air	26
low-temperatur	26
full	26
evolv	26
peroxid	26
space	26
stoichiometr	26
extern	26
agent	26
processes.	26
pathway.	26
4	26
pore	26
appropri	26
plane	26
hole	26
unit	26
manganes	26
physic	25
intermediates,	25
state,	25
instead	25
valid	25
(orr)	25
and,	25
specifically,	25
equilibrium	25
monoxid	25
mix	25
product.	25
chlorid	25
reli	25
captur	25
tertiari	25
decarboxyl	25
acetylen	25
phosphin	25
emiss	25
appear	25
switch	25
domain	25
discoveri	25
avoid	25
manipul	25
properties,	25
undesir	25
overcom	25
identif	25
first-principl	25
ionic	25
split	25
attack	25
nanocatalyst	24
oxidation,	24
acid,	24
orient	24
measurements,	24
disclos	24
deproton	24
activation,	24
reduction,	24
compris	24
cycliz	24
method.	24
nanostructur	24
minim	24
aim	24
tunabl	24
dopant	24
metal-fre	24
recombin	24
glycosid	24
motif	24
n-heterocycl	24
salt	24
biocatalyst	24
dri	24
co.	24
intern	24
300	24
mode	24
assess	24
silica	24
production.	24
activation.	23
topolog	23
analogu	23
feedstock	23
preferenti	23
exposur	23
studies.	23
co2rr	23
distort	23
complexes.	23
colloid	23
notably,	23
conclud	23
bonds,	23
bromid	23
chemistry.	23
coval	23
semiconductor	23
pave	23
architectur	23
substrates,	23
loop	23
metal-organ	23
acet	23
path	23
shed	23
place	23
boryl	23
plasma	23
vanadium	23
intramolecular	23
shape	23
pt,	23
compon	23
avenu	23
zro2	23
alkali	22
magnitud	22
parallel	22
support,	22
media.	22
immobil	22
example,	22
candid	22
challenging.	22
<	22
differenti	22
intens	22
nanotub	22
alkenyl	22
scaffold	22
extrem	22
phenol	22
graphit	22
faster	22
al	22
two-step	22
electrocatalysts.	22
nanoparticles,	22
deep	22
deuterium	22
co2,	22
accur	22
therefor	22
(ii)	22
high-valu	22
structures,	22
ad	22
nanoparticles.	22
prior	22
unactiv	22
bare	22
is,	21
formal	21
adjac	21
aerob	21
p450	21
hydrophob	21
concert	21
reason	21
region	21
groups,	21
rise	21
mo	21
steps.	21
c)	21
clean	21
ft	21
fluorin	21
methods.	21
organometal	21
temperature,	21
introduct	21
conserv	21
nitrat	21
low-cost	21
overall,	21
hydrogenation.	21
storag	21
imin	21
k.	21
ligands,	21
discov	21
mitig	21
embed	21
straightforward	21
cycle.	21
ideal	21
(i)	21
sac	21
enol	21
problem	21
substrate,	21
refer	21
past	21
independ	21
cells.	21
enzymes.	21
pt(111)	21
result,	21
fatti	21
properties.	21
spin	21
micropor	21
exclus	21
terrac	21
long	20
(1)	20
sole	20
acid.	20
described.	20
substrates.	20
mutagenesi	20
tafel	20
metathesi	20
molybdenum	20
modern	20
vinyl	20
complex.	20
ca.	20
phosphat	20
defin	20
%)	20
beyond	20
6	20
performance,	20
hmf	20
ni,	20
pocket	20
cost	20
pathways.	20
summar	20
distal	20
respectively,	20
review,	20
effects,	20
analysis.	20
mg	20
electrodes.	20
weight	19
clear	19
h-2.	19
recently,	19
(2)	19
ev	19
restrict	19
group.	19
monolay	19
solid-st	19
synthas	19
slope	19
initio	19
90%	19
reconstruct	19
phase.	19
intermolecular	19
expand	19
rearrang	19
part	19
system,	19
dien	19
variat	19
quantifi	19
time-resolv	19
results,	19
byproduct	19
cleav	19
stronger	19
synergi	19
photocatalysi	19
mobil	19
furfur	19
principl	19
experiments.	19
famili	19
forc	19
elementari	19
heterocycl	19
hydrogenolysi	19
namely,	19
maxim	19
dissolv	19
50	19
invers	19
necessari	19
real	19
impli	19
aid	19
3d	19
water.	19
balanc	19
benefici	19
glucos	19
design.	19
h.	19
time.	19
c2h4	19
kj	19
plausibl	18
interpret	18
mechanisms,	18
sphere	18
(100)	18
aris	18
rare	18
b	18
wherein	18
benchmark	18
parent	18
cannot	18
solution,	18
transfer,	18
molecules,	18
accomplish	18
hold	18
recycl	18
econom	18
six	18
30	18
nhc	18
systems,	18
contact	18
understood.	18
anoth	18
chemicals.	18
enantiomer	18
classic	18
sn	18
two-dimension	18
cu,	18
precatalyst	18
axial	18
heme	18
smaller	18
insid	18
inact	18
n-dope	18
1.0	18
center,	18
combust	18
mxene	18
heterolyt	18
littl	17
might	17
clarifi	17
break	17
distanc	17
unusu	17
method,	17
alcohols.	17
narrow	17
literatur	17
v,	17
0.5	17
govern	17
elev	17
transition-metal-catalyz	17
special	17
proven	17
remot	17
central	17
human	17
promiscu	17
i.e.,	17
nuclear	17
magnet	17
phase,	17
n2o	17
interplay	17
transformations.	17
(her)	17
intermediates.	17
water,	17
co2.	17
hydrogenation,	17
librari	17
complementari	17
c(sp(3))-h	17
rhodium	17
mimic	17
mostli	17
adsorption,	17
metals.	17
aggreg	17
estim	17
in2o3	17
knowledg	17
weak	17
ensembl	17
ethan	17
achieved.	17
years,	17
photochem	17
vital	17
states,	17
c=c	17
accumul	17
powder	17
substrate.	17
pd,	17
nevertheless,	17
perspective,	17
nitril	17
c2+	17
hdo	17
hcho	17
effects.	16
proposed.	16
mechanisms.	16
multistep	16
compat	16
collect	16
biosynthesi	16
biomass-deriv	16
pd-catalyz	16
meanwhile,	16
h-zsm-5	16
fe,	16
complic	16
adopt	16
normal	16
rapidli	16
electrolyz	16
driven	16
stage	16
interestingly,	16
enrich	16
g(-1)	16
uncov	16
distinguish	16
viabl	16
cyclopropan	16
entir	16
ternari	16
implement	16
electroreduct	16
intermetal	16
water-ga	16
sinter	16
leach	16
stepwis	16
(x	16
lowest	16
consecut	16
must	16
hydrobor	16
dehydrogenas	16
variabl	16
microscopy,	16
techniques.	16
scission	16
deuter	16
vitro	16
inhibitor	16
(m	16
nanowir	16
proper	16
electron-rich	16
acids.	16
steam	16
methanol.	16
implic	16
notabl	16
rwg	16
scalabl	16
consequently,	16
emphasi	16
pincer	16
biochem	16
acceptor	16
size,	16
chemoenzymat	16
analog	16
trap	16
derivatives.	16
approach.	16
solvat	16
overview	16
bulki	16
c-2	16
green	16
sno2	16
0	15
(or	15
h/d	15
whose	15
ultrathin	15
surround	15
corros	15
evidenc	15
vibrat	15
regio-	15
complexes,	15
toluen	15
decor	15
time,	15
kinetics,	15
processes,	15
earth-abund	15
demand	15
glycosyl	15
simulations,	15
visible-light	15
nanoclust	15
formation,	15
resolv	15
temperatures,	15
metal-bas	15
copper-catalyz	15
leav	15
observed.	15
upgrad	15
oxo	15
branch	15
allevi	15
states.	15
single-sit	15
photogener	15
0.1	15
rest	15
beta	15
enantioenrich	15
host	15
ligand,	15
hydrat	15
amines,	15
sulfon	15
formaldehyd	15
oligomer	15
silyl	15
length	15
constitut	15
interface.	15
choic	15
99%	15
preciou	15
grown	15
medium	15
unexpect	15
ru,	15
sio2	15
bond.	15
array	15
sulfoxid	15
elusive.	15
difficulti	15
light-driven	15
triplet	15
geometri	15
iodid	15
hollow	15
photoanod	15
mol(-1)	15
outstand	15
fragment	15
nanocarbon	15
electrocatalysi	15
anilin	15
decad	14
pathways,	14
inorgan	14
plot	14
phosphid	14
racem	14
arylboron	14
face	14
machin	14
ev)	14
orbit	14
ligands.	14
per	14
ex	14
consumpt	14
mononuclear	14
bond-form	14
modular	14
metal-catalyz	14
render	14
trifluoromethyl	14
silver	14
stability,	14
enzyme.	14
cheap	14
recov	14
ammonium	14
benign	14
well-known	14
nox	14
design,	14
core-shel	14
scienc	14
spectrum	14
two-electron	14
rate,	14
cycle,	14
production,	14
fe-bas	14
valenc	14
unpreced	14
late-stag	14
bi	14
aldol	14
yield.	14
cycloaddit	14
preliminari	14
kinetics.	14
uio-66	14
least	14
manner	14
acetaldehyd	14
approach,	14
potential.	14
reliabl	14
accompani	14
trigger	14
coat	14
vacancies,	14
arrang	14
seen	14
200	14
proxim	14
dimethyl	14
counter	14
grow	14
industry.	14
nitrogen-dop	14
h,	14
ml	14
weaker	14
atoms,	14
accordingly,	14
h2o,	14
alpha,beta-unsatur	14
thick	14
effect.	14
co3o4	14
connect	14
vapor	14
expens	14
s(-1)	14
chemistry,	14
biaryl	14
feasibl	14
whole	14
rotat	14
structures.	14
butadien	14
concomit	14
media	14
dictat	14
(co2)	14
verifi	14
nh3-scr	14
hydroformyl	14
al2o3	14
monoclin	14
d-band	14
n-h	14
inexpens	14
last	14
cu+	14
dinuclear	14
hindranc	14
pdo	14
adjust	13
applications,	13
free-energi	13
0.9	13
predominantli	13
loading.	13
octahedr	13
oxides,	13
cu-bas	13
actual	13
conclus	13
increasingli	13
ni2p	13
2-propanol	13
coupling,	13
particles.	13
monolith	13
(co2rr)	13
r	13
trace	13
enantiopur	13
equival	13
sacrifici	13
2d	13
(1	13
nickel-catalyz	13
care	13
conveni	13
economi	13
2]	13
dna	13
solv	13
stable,	13
imped	13
electron-don	13
literature.	13
slow	13
deactivation.	13
feed	13
procedur	13
ring-open	13
source.	13
probabl	13
minor	13
study.	13
speciat	13
hor	13
reactivity,	13
palladium-catalyz	13
cd	13
fluoresc	13
slightli	13
poorli	13
in-depth	13
clearli	13
gave	13
extent	13
mm	13
photosensit	13
former	13
8	13
400	13
environment.	13
oxidas	13
electron-defici	13
accept	13
realist	13
acid-catalyz	13
unlik	13
concern	13
presented.	13
widespread	13
dehydrogenation,	13
conversion,	13
nanoscal	13
cytochrom	13
oxygen.	13
efficiency,	13
methods,	13
temperatures.	13
(iii)	13
overlay	13
ti	13
(n	13
qm/mm	13
1-hexen	13
so2	13
sulfat	13
mos2	13
(111)	13
carbon-bas	13
stretch	13
templat	13
devic	13
nife	13
singlet	13
vicin	13
segreg	13
ocm	13
hydrosilyl	13
sam	13
energies.	12
view	12
suppli	12
descript	12
weakli	12
uniform	12
pt-base	12
unravel	12
subsurfac	12
porphyrin	12
capsul	12
(3)	12
express	12
partner	12
acid-bas	12
anatas	12
standard	12
corrobor	12
1.5	12
potentials.	12
model,	12
15	12
emphas	12
enantiom	12
adapt	12
carbon-carbon	12
whether	12
electrodeposit	12
rates.	12
dens	12
particularly,	12
annul	12
short	12
o-o	12
electrolysis.	12
friendli	12
imag	12
700	12
xps,	12
pt/al2o3	12
binari	12
scope,	12
ruo2	12
1)	12
furfuryl	12
simulations.	12
assign	12
migratori	12
pd/c	12
sodium	12
attach	12
bioactiv	12
environment,	12
gradual	12
reactivity.	12
hydrogen-bond	12
80	12
environments.	12
uv-vi	12
odh	12
primarili	12
kcal/mol	12
drm	12
fossil	12
prospect	12
chemicals,	12
paramagnet	12
measurements.	12
hence,	12
quaternari	12
fuels.	12
500	12
pretreat	12
unambigu	12
field.	12
rate.	12
multifunct	12
tremend	12
impregn	12
solution.	12
monometal	12
alkenes,	12
statist	12
ultim	12
line	12
phosphoru	12
effect,	12
supports,	12
though	12
cycles.	12
energy,	12
put	12
landscap	12
derivatives,	12
dearomat	12
six-memb	12
anticip	12
carbonac	12
(md)	12
disproportion	12
(in	12
map	12
extract	12
disord	12
calcin	12
stream	12
mmol	12
nativ	12
island	12
anneal	12
transfer.	12
interactions,	12
rates,	12
span	12
furan	12
instead,	12
gap	12
no2-	12
receiv	12
copolymer	12
ensur	12
exact	11
enthalpi	11
(a	11
aromatics.	11
molecule.	11
high-resolut	11
chlorin	11
alumina	11
five	11
high-val	11
alkenes.	11
ketones,	11
alcohols,	11
transformation.	11
tin	11
macrocycl	11
durability.	11
skeleton	11
first-ord	11
data.	11
product,	11
rhe.	11
dealloy	11
learn	11
frequent	11
also,	11
mno2	11
irradiation.	11
solvent,	11
instal	11
wast	11
acids,	11
(v	11
atoms.	11
fashion	11
elabor	11
cu(ii)	11
further,	11
proport	11
energy.	11
loading,	11
la	11
investigated,	11
(mofs)	11
unclear.	11
olefins,	11
decompos	11
tunnel	11
one-step	11
ubiquit	11
amines.	11
microscop	11
predomin	11
ee	11
enantioselectivity.	11
inher	11
beta-o-4	11
peroxidas	11
pattern	11
unstabl	11
nadh	11
electrocatalysis.	11
pathway,	11
affin	11
complement	11
analyt	11
techniques,	11
certain	11
simpli	11
kind	11
silanol	11
drastic	11
functionalization.	11
thorough	11
caviti	11
manner.	11
(the	11
guidanc	11
pyrolysi	11
ultrahigh	11
fe-n-c	11
hydrocarbons,	11
throughout	11
supports.	11
cost-effect	11
hydrodeoxygen	11
goal	11
illumin	11
recogn	11
tof	11
foam	11
enzymes,	11
three-dimension	11
aceton	11
polycrystallin	11
thiolat	11
mg2+	11
md	11
12	11
interface,	11
ce	11
iminium	11
olefins.	11
theory,	11
c).	11
titanium	11
>99%	11
o-h	11
begin	11
phenomena	11
1),	11
preval	11
tio2,	11
size.	11
crack	11
scale.	11
boran	11
quit	11
irrevers	11
ions,	11
end	11
rhe	11
hand,	11
unwant	11
butan	11
dha	11
nitrogenas	11
fa	11
aziridin	11
,	11
indispens	10
harsh	10
this,	10
layer,	10
oxide,	10
active,	10
oxidant.	10
plant	10
rigor	10
pd-base	10
mto	10
carboc	10
consum	10
deviat	10
si	10
longer	10
optimum	10
(oer).	10
broader	10
0.2	10
ev,	10
rais	10
tripl	10
blue	10
monomer	10
alkynes,	10
ni-catalyz	10
activities.	10
diastereoselect	10
benzaldehyd	10
solubl	10
electron-withdraw	10
stem	10
top	10
shell,	10
40	10
except	10
unmodifi	10
non-nobl	10
nitrit	10
enon	10
impur	10
au,	10
gaseou	10
henc	10
record	10
net	10
formed.	10
subject	10
ascrib	10
prototyp	10
ph.	10
popul	10
sharp	10
zinc	10
disulfid	10
neighbor	10
behav	10
lifetim	10
linker	10
attenu	10
benzen	10
forward	10
polycycl	10
langmuir-hinshelwood	10
silico	10
gram	10
stereogen	10
nanocub	10
co2rr.	10
hexagon	10
h-2,	10
basal	10
nanomateri	10
fourier-transform	10
pec	10
earli	10
scatter	10
hydrogen.	10
semihydrogen	10
proton-coupl	10
relay	10
nonpreci	10
diagram	10
achieved,	10
single-cryst	10
displac	10
bring	10
sources.	10
coo	10
adsorption.	10
besid	10
efficient,	10
arenes.	10
medicin	10
five-memb	10
rigid	10
heteroaren	10
heteroatom	10
boundari	10
demonstrated.	10
dilut	10
800	10
challenge,	10
2,	10
mechanics/molecular	10
cm(-2),	10
vacancies.	10
approaches.	10
600	10
tetrahedr	10
alkynyl	10
context	10
methane.	10
physicochem	10
ftir	10
vacuum	10
window	10
chemisorpt	10
10(-3)	10
intercal	10
hamper	10
resourc	10
laser	10
composition,	10
hydrolyz	10
correct	10
tempor	10
pdh	10
dark	10
question	10
hydrolysis.	10
agox	10
outlin	10
proteas	10
photoexcit	10
photon	10
ace	10
aor	10
pcet	10
findings,	9
vast	9
near-edg	9
decay	9
(xps)	9
dissociation,	9
data,	9
volcano	9
chemo-	9
studied,	9
nps,	9
expans	9
(delta	9
etc.)	9
batch	9
siev	9
potential,	9
fit	9
cell.	9
multivari	9
match	9
irox	9
medium.	9
first,	9
electrocatalysts,	9
labil	9
developed,	9
alkynes.	9
intrigu	9
90	9
cleavage.	9
endow	9
radicals.	9
rich	9
methoxi	9
back	9
nickel(ii)	9
pgm	9
age	9
neglig	9
contamin	9
behind	9
technologies.	9
alpha-alkyl	9
overpotential,	9
quinolin	9
suffici	9
(nhc)	9
bimolecular	9
ethylene.	9
000	9
multiscal	9
store	9
diffraction,	9
phenomenon	9
case,	9
task	9
mild,	9
pollut	9
deoxygen	9
lacton	9
drop	9
together,	9
chelat	9
cases,	9
concurr	9
fine-tun	9
liquid-phas	9
setup	9
curv	9
concentration,	9
aluminum	9
prohibit	9
guidelin	9
alpha-aryl	9
(with	9
art	9
ethyl	9
krevelen	9
photoinduc	9
porosity,	9
gibb	9
microscopy.	9
si/al	9
silicon	9
end,	9
largest	9
har	9
novel	9
selectivities.	9
cp	9
oligosaccharid	9
donat	9
photoelectrochem	9
greenhous	9
ce3+	9
aqueous-phas	9
easi	9
nontherm	9
aerogel	9
believ	9
second,	9
fluorid	9
definit	9
flavin	9
reductas	9
difunction	9
reproduc	9
50%	9
evolution.	9
metast	9
tungsten	9
material,	9
strategy,	9
backbon	9
solvents.	9
group,	9
enzyme,	9
1-buten	9
c2	9
pd.	9
de	9
novo	9
later	9
ldh	9
koh	9
splitting,	9
absorb	9
attempt	9
depolymer	9
half	9
reorgan	9
commun	9
plasmon	9
exert	9
compounds,	9
sluggish	9
demethyl	9
tran	9
life	9
rh,	9
mont	9
carlo	9
dialkyl	9
gase	9
interfaces.	9
morphology,	9
oxides.	9
outer	9
k,	9
1,	9
coupling.	9
